1 1988F1 F 1988 14 0.106
1 1988F1 F 1988 21 0.261
1 1988F1 F 1988 28 0.666
1 1988F1 F 1988 35 2.11
1 1988F1 F 1988 42 3.56
1 1988F1 F 1988 49 6.23
1 1988F1 F 1988 56 8.71
1 1988F1 F 1988 63 13.35
1 1988F1 F 1988 70 16.3417
1 1988F1 F 1988 77 17.75083
2 1988F2 F 1988 14 0.104
2 1988F2 F 1988 21 0.269
2 1988F2 F 1988 28 0.778
2 1988F2 F 1988 35 2.12
2 1988F2 F 1988 42 2.93
2 1988F2 F 1988 49 5.29
2 1988F2 F 1988 56 9.5
2 1988F2 F 1988 70 16.9667
2 1988F2 F 1988 77 17.7467
3 1988F3 F 1988 14 0.108
3 1988F3 F 1988 21 0.291
3 1988F3 F 1988 28 0.667
3 1988F3 F 1988 35 2.05
3 1988F3 F 1988 42 3.81
3 1988F3 F 1988 49 6.13
3 1988F3 F 1988 56 10.28
3 1988F3 F 1988 63 18.08
3 1988F3 F 1988 70 20.1825
3 1988F3 F 1988 77 21.8108
4 1988F4 F 1988 14 0.105
4 1988F4 F 1988 21 0.299
4 1988F4 F 1988 28 0.844
4 1988F4 F 1988 35 1.32
4 1988F4 F 1988 42 2.24
4 1988F4 F 1988 49 4.68
4 1988F4 F 1988 56 8.82
4 1988F4 F 1988 63 15.09
4 1988F4 F 1988 70 14.66
4 1988F4 F 1988 77 14.0046
5 1988F5 F 1988 14 0.101
5 1988F5 F 1988 21 0.273
5 1988F5 F 1988 28 0.848
5 1988F5 F 1988 35 1.95
5 1988F5 F 1988 42 4.77
5 1988F5 F 1988 49 6.01
5 1988F5 F 1988 56 9.91
5 1988F5 F 1988 70 19.2623
6 1988F6 F 1988 14 0.106
6 1988F6 F 1988 21 0.337
6 1988F6 F 1988 28 0.699
6 1988F6 F 1988 35 1.53
6 1988F6 F 1988 42 3.87
6 1988F6 F 1988 49 5.6
6 1988F6 F 1988 56 9.43
6 1988F6 F 1988 63 13.73
6 1988F6 F 1988 70 17.3808
6 1988F6 F 1988 77 19.9323
7 1988F7 F 1988 14 0.102
7 1988F7 F 1988 21 0.275
7 1988F7 F 1988 28 0.767
7 1988F7 F 1988 35 1.45
7 1988F7 F 1988 42 3.95
7 1988F7 F 1988 49 4.94
7 1988F7 F 1988 56 9.64
7 1988F7 F 1988 70 17.88
7 1988F7 F 1988 77 17.7242
8 1988F8 F 1988 14 0.103
8 1988F8 F 1988 21 0.273
8 1988F8 F 1988 28 0.742
8 1988F8 F 1988 35 1.41
8 1988F8 F 1988 42 3.01
8 1988F8 F 1988 49 5.26
8 1988F8 F 1988 56 9.81
8 1988F8 F 1988 63 12.85
8 1988F8 F 1988 70 18.21417
8 1988F8 F 1988 77 19.68
9 1988P1 P 1988 14 0.131
9 1988P1 P 1988 21 0.338
9 1988P1 P 1988 28 0.701
9 1988P1 P 1988 35 1.66
9 1988P1 P 1988 42 4.25
9 1988P1 P 1988 49 9.24
9 1988P1 P 1988 56 12.15
9 1988P1 P 1988 63 16.78
9 1988P1 P 1988 70 15.925
9 1988P1 P 1988 77 17.2723
10 1988P2 P 1988 14 0.128
10 1988P2 P 1988 21 0.404
10 1988P2 P 1988 28 0.897
10 1988P2 P 1988 35 1.78
10 1988P2 P 1988 42 3.91
10 1988P2 P 1988 49 7.4
10 1988P2 P 1988 56 10.07
10 1988P2 P 1988 63 18.86
10 1988P2 P 1988 70 17.0117
10 1988P2 P 1988 77 27.37
11 1988P3 P 1988 14 0.131
11 1988P3 P 1988 21 0.379
11 1988P3 P 1988 28 1.126
11 1988P3 P 1988 35 2.44
11 1988P3 P 1988 42 3.89
11 1988P3 P 1988 49 6.91
11 1988P3 P 1988 56 12.49
11 1988P3 P 1988 63 15.67
11 1988P3 P 1988 70 23.7633
11 1988P3 P 1988 77 21.4908
12 1988P4 P 1988 14 0.154
12 1988P4 P 1988 21 0.357
12 1988P4 P 1988 28 1.181
12 1988P4 P 1988 35 1.83
12 1988P4 P 1988 42 4.71
12 1988P4 P 1988 49 10.71
12 1988P4 P 1988 56 9.91
12 1988P4 P 1988 63 15.51
12 1988P4 P 1988 70 14.9579
12 1988P4 P 1988 77 21.8
13 1988P5 P 1988 14 0.139
13 1988P5 P 1988 21 0.328
13 1988P5 P 1988 28 0.932
13 1988P5 P 1988 35 1.99
13 1988P5 P 1988 42 3.46
13 1988P5 P 1988 49 7.02
13 1988P5 P 1988 56 11.79
13 1988P5 P 1988 63 15.83
13 1988P5 P 1988 70 15.92083
13 1988P5 P 1988 77 17.4417
14 1988P6 P 1988 14 0.139
14 1988P6 P 1988 21 0.389
14 1988P6 P 1988 28 1.094
14 1988P6 P 1988 35 2.13
14 1988P6 P 1988 42 4.04
14 1988P6 P 1988 49 7.62
14 1988P6 P 1988 56 12.48
14 1988P6 P 1988 63 17.93
14 1988P6 P 1988 70 14.4217
14 1988P6 P 1988 77 30.2717
15 1988P7 P 1988 14 0.145
15 1988P7 P 1988 21 0.366
15 1988P7 P 1988 28 0.799
15 1988P7 P 1988 35 1.61
15 1988P7 P 1988 42 3.51
15 1988P7 P 1988 49 6.79
15 1988P7 P 1988 56 9.95
15 1988P7 P 1988 63 14.54
15 1988P7 P 1988 70 19.28
15 1988P7 P 1988 77 22.57273
16 1988P8 P 1988 14 0.13
16 1988P8 P 1988 21 0.355
16 1988P8 P 1988 28 1.09
16 1988P8 P 1988 35 2.28
16 1988P8 P 1988 42 3.94
16 1988P8 P 1988 49 4.96
16 1988P8 P 1988 56 10.92
16 1988P8 P 1988 63 14.02
16 1988P8 P 1988 70 17.9942
16 1988P8 P 1988 77 22.3708
17 1989F1 F 1989 14 0.047
17 1989F1 F 1989 20 0.136
17 1989F1 F 1989 27 0.272833
17 1989F1 F 1989 34 0.983333
17 1989F1 F 1989 41 1.796667
17 1989F1 F 1989 55 4.11714
17 1989F1 F 1989 69 11.03714
17 1989F1 F 1989 84 10.40333
18 1989F2 F 1989 14 0.035
18 1989F2 F 1989 20 0.112
18 1989F2 F 1989 27 0.268
18 1989F2 F 1989 34 1.05333
18 1989F2 F 1989 41 1.715
18 1989F2 F 1989 55 6.72833
18 1989F2 F 1989 69 10.31333
18 1989F2 F 1989 84 11.08833
19 1989F3 F 1989 14 0.044
19 1989F3 F 1989 20 0.146
19 1989F3 F 1989 27 0.3605
19 1989F3 F 1989 34 0.775
19 1989F3 F 1989 41 1.641667
19 1989F3 F 1989 55 3.74833
19 1989F3 F 1989 69 10.875
19 1989F3 F 1989 84 16.0275
20 1989F4 F 1989 14 0.049
20 1989F4 F 1989 20 0.097
20 1989F4 F 1989 27 0.2275
20 1989F4 F 1989 34 0.833333
20 1989F4 F 1989 41 1.354
20 1989F4 F 1989 55 5.98833
20 1989F4 F 1989 69 10.585
20 1989F4 F 1989 84 10.91143
21 1989F5 F 1989 14 0.039
21 1989F5 F 1989 20 0.121
21 1989F5 F 1989 27 0.271667
21 1989F5 F 1989 34 0.658333
21 1989F5 F 1989 41 2.39
21 1989F5 F 1989 55 5.483333
21 1989F5 F 1989 69 9.93667
21 1989F5 F 1989 84 8.88833
22 1989F6 F 1989 14 0.029
22 1989F6 F 1989 20 0.092
22 1989F6 F 1989 27 0.251
22 1989F6 F 1989 34 0.541667
22 1989F6 F 1989 41 1.06167
22 1989F6 F 1989 55 4.83
22 1989F6 F 1989 69 6.27167
22 1989F6 F 1989 84 8.58333
23 1989F7 F 1989 14 0.041
23 1989F7 F 1989 20 0.145
23 1989F7 F 1989 27 0.405333
23 1989F7 F 1989 34 0.76
23 1989F7 F 1989 41 1.493333
23 1989F7 F 1989 55 6.24833
23 1989F7 F 1989 69 11.1117
23 1989F7 F 1989 84 8.88
24 1989F8 F 1989 14 0.038
24 1989F8 F 1989 20 0.127
24 1989F8 F 1989 27 0.340167
24 1989F8 F 1989 34 0.994
24 1989F8 F 1989 41 2.28167
24 1989F8 F 1989 55 8.506
24 1989F8 F 1989 69 8.97333
24 1989F8 F 1989 84 11.632
25 1989P1 P 1989 14 0.07
25 1989P1 P 1989 20 0.208
25 1989P1 P 1989 27 0.600833
25 1989P1 P 1989 34 1.901667
25 1989P1 P 1989 41 2.965
25 1989P1 P 1989 55 8.14333
25 1989P1 P 1989 69 15.7
25 1989P1 P 1989 84 19.8883
26 1989P2 P 1989 14 0.068
26 1989P2 P 1989 20 0.252
26 1989P2 P 1989 27 0.5805
26 1989P2 P 1989 34 2.014
26 1989P2 P 1989 41 2.673333
26 1989P2 P 1989 55 8.8
26 1989P2 P 1989 69 14.485
26 1989P2 P 1989 84 22.6433
27 1989P3 P 1989 14 0.077
27 1989P3 P 1989 20 0.224
27 1989P3 P 1989 27 0.341333
27 1989P3 P 1989 34 1.74
27 1989P3 P 1989 41 4.524
27 1989P3 P 1989 55 11.6567
27 1989P3 P 1989 69 20.3167
27 1989P3 P 1989 84 21.402
28 1989P4 P 1989 14 0.099
28 1989P4 P 1989 20 0.198
28 1989P4 P 1989 27 0.491167
28 1989P4 P 1989 34 1.205
28 1989P4 P 1989 41 2.8
28 1989P4 P 1989 55 7.36333
28 1989P4 P 1989 69 15.14167
28 1989P4 P 1989 84 17.18667
29 1989P5 P 1989 14 0.068
29 1989P5 P 1989 20 0.232
29 1989P5 P 1989 27 0.436
29 1989P5 P 1989 34 1.443333
29 1989P5 P 1989 41 3.26
29 1989P5 P 1989 55 8.20833
29 1989P5 P 1989 69 19.4067
29 1989P5 P 1989 84 15.66167
30 1989P6 P 1989 14 0.063
30 1989P6 P 1989 20 0.209
30 1989P6 P 1989 27 0.740833
30 1989P6 P 1989 34 1.26833
30 1989P6 P 1989 41 3.89
30 1989P6 P 1989 55 9.092
30 1989P6 P 1989 69 14.49
30 1989P6 P 1989 84 19.095
31 1989P7 P 1989 14 0.133
31 1989P7 P 1989 20 0.303
31 1989P7 P 1989 27 1.117
31 1989P7 P 1989 34 2.18
31 1989P7 P 1989 41 3.536667
31 1989P7 P 1989 55 13.16
31 1989P7 P 1989 69 15.79
31 1989P7 P 1989 84 14.775
32 1989P8 P 1989 14 0.081
32 1989P8 P 1989 20 0.255
32 1989P8 P 1989 27 0.764833
32 1989P8 P 1989 34 1.09333
32 1989P8 P 1989 41 3.05167
32 1989P8 P 1989 55 8.105
32 1989P8 P 1989 69 24.424
32 1989P8 P 1989 84 18.9183
33 1990F1 F 1990 15 0.109207
33 1990F1 F 1990 23 0.383833
33 1990F1 F 1990 30 1.161667
33 1990F1 F 1990 37 2.34
33 1990F1 F 1990 43 2.87
33 1990F1 F 1990 51 9.53833
33 1990F1 F 1990 64 12.6833
33 1990F1 F 1990 79 18.63333
34 1990F2 F 1990 15 0.095
34 1990F2 F 1990 23 0.338333
34 1990F2 F 1990 30 0.758333
34 1990F2 F 1990 37 2.52
34 1990F2 F 1990 43 2.51833
34 1990F2 F 1990 51 5.11667
34 1990F2 F 1990 64 8.575
34 1990F2 F 1990 79 14.17333
35 1990F3 F 1990 15 0.088
35 1990F3 F 1990 23 0.613167
35 1990F3 F 1990 30 1.315
35 1990F3 F 1990 37 3.02167
35 1990F3 F 1990 43 5.85
35 1990F3 F 1990 51 7.41667
35 1990F3 F 1990 64 11.3317
35 1990F3 F 1990 79 16.88333
36 1990F4 F 1990 15 0.088719
36 1990F4 F 1990 23 0.596667
36 1990F4 F 1990 30 1.075
36 1990F4 F 1990 37 3.075
36 1990F4 F 1990 43 3.95833
36 1990F4 F 1990 51 6.03333
36 1990F4 F 1990 64 10.43667
36 1990F4 F 1990 79 17.8033
37 1990F5 F 1990 15 0.1013
37 1990F5 F 1990 23 0.375333
37 1990F5 F 1990 30 1.921667
37 1990F5 F 1990 37 2.20667
37 1990F5 F 1990 43 4.765
37 1990F5 F 1990 51 9.14
37 1990F5 F 1990 64 15.84
37 1990F5 F 1990 79 18.1083
